Ich wollte dir ___ helfen und dich nicht kritisieren. (merely/only)	lediglich	german adverb b2
Die ganze Reparatur hat ___ zwanzig Euro gekostet. (only/just)	lediglich	german adverb b2
Es handelt sich ___ um einen Vorschlag, nicht um eine Entscheidung. (merely)	lediglich	german adverb b2
Eine ___ Reaktion hatte niemand erwartet. (such a)	derartige	german adjective b2
Mit ___ Problemen hatten wir bisher noch nie zu tun. (such — dative plural)	derartigen	german adjective b2
Er hat sich ___ aufgeregt, dass er kaum noch sprechen konnte. (so / to such an extent)	derartig	german adverb b2
Ich ___ mir, ob ich das Angebot wirklich annehmen soll. (to consider)	überlege	german verb b1
Was ___ du denn so lange? Sag einfach ja! (to think/ponder)	überlegst	german verb b1
Wir haben lange ___, welches Auto wir kaufen sollen. (considered — past participle)	überlegt	german verb b1
Im Schach ist er mir deutlich ___. (superior — + dative)	überlegen	german adjective b2
Dieser Beruf ___ viel Geduld und Einfühlungsvermögen. (to require)	erfordert	german verb b2
Solche Entscheidungen ___ eine gründliche Vorbereitung. (to require — plural)	erfordern	german verb b2
Das Projekt ___ damals mehr Zeit, als alle erwartet hatten. (required — simple past)	erforderte	german verb b2
Ich ___ es, mit ihm über Politik zu sprechen. (to avoid)	vermeide	german verb b1
Wie ___ du solche Fehler in Zukunft? (to avoid)	vermeidest	german verb b1
Durch die neue Planung haben wir unnötige Kosten ___. (avoided — past participle)	vermieden	german verb b1
___ dauerte mehrere Stunden und forderte viele Opfer. (the battle)	Das Gefecht	german noun b2
Die Soldaten mussten ___ abbrechen, weil die Munition ausging. (the battle)	das Gefecht	german noun b2
Nach ___ war das ganze Dorf zerstört. (the battle — dative)	dem Gefecht	german noun b2
___ von Handys ist während der Prüfung verboten. (the use)	Die Verwendung	german noun b2
Das neue Gesetz verbietet ___ dieser Chemikalie in Lebensmitteln. (the use)	die Verwendung	german noun b2
Bei ___ des Geräts sollte man die Anleitung genau lesen. (the use — dative)	der Verwendung	german noun b2
___ der Mannschaft war gestern wirklich beeindruckend. (the performance)	Die Leistung	german noun b1
Für ___ im letzten Schuljahr hat sie einen Preis bekommen. (the achievement)	die Leistung	german noun b1
Der Chef ist mit ___ seiner Mitarbeiter sehr zufrieden. (the achievements — dative plural)	den Leistungen	german noun b1
Das war eine ___ Geste, die alle im Saal bewegt hat. (touching)	rührende	german adjective b2
Zum Abschied hat er mir einen ___ Brief geschrieben. (touching)	rührenden	german adjective b2
Ich finde es ___, wie er sich um seine kranke Mutter kümmert. (touching — predicative)	rührend	german adjective b2
Diese Frage ___ den Kern des ganzen Problems. (to form/constitute)	bildet	german verb b2
Die alten Häuser am Fluss ___ das historische Zentrum der Stadt. (to form — plural)	bilden	german verb b2
Jahrhundertelang hat der Fluss die natürliche Grenze zwischen den Ländern ___. (formed — past participle)	gebildet	german verb b2
Ich ___ jeden Sommer ein paar Wochen bei meinen Großeltern. (to spend — time)	verbringe	german verb b1
Wie ___ du normalerweise deine Wochenenden? (to spend — time)	verbringst	german verb b1
Wir haben zwei Wochen in den Bergen ___. (spent — past participle)	verbracht	german verb b1
Das ist ein ___ Ergebnis für ein so kleines Team. (astonishing)	erstaunliches	german adjective b2
Die ___ Fortschritte der Schülerin haben alle überrascht. (astonishing — plural)	erstaunlichen	german adjective b2
Sie spricht ___ gut Deutsch, obwohl sie erst ein Jahr hier ist. (astonishingly)	erstaunlich	german adverb b2
Sie trägt eine ___ Goldkette um den Hals. (fine/delicate)	feine	german adjective b1
Zwischen den beiden Wörtern gibt es einen ___ Unterschied. (subtle/fine)	feinen	german adjective b1
Der Kuchen wird mit ganz ___ Mehl gebacken. (fine — dative)	feinem	german adjective b1
Nach langen Verhandlungen haben beide Seiten eine Einigung ___. (achieved — past participle)	erzielt	german verb b2
Das Unternehmen ___ im letzten Jahr einen Rekordgewinn. (achieved — simple past)	erzielte	german verb b2
Mit dieser Methode ___ wir deutlich bessere Ergebnisse. (to achieve)	erzielen	german verb b2
