___ kommt heute, weil Frau Müller krank ist. (the substitute)	Die Vertretung	german noun b1
Kannst du morgen ___ für mich übernehmen? (the cover / substitution)	die Vertretung	german noun b1
Er arbeitet bei ___ seines Landes in Berlin. (the diplomatic mission / representation)	der Vertretung	german noun b1
Sie hat sehr ___ Haut und verträgt keine starken Cremes. (sensitive)	empfindliche	german adjective b1
Mein Bruder ist sehr ___ gegen Kritik. (sensitive / touchy)	empfindlich	german adjective b1
Das Unternehmen erlitt einen ___ Verlust. (severe / significant)	empfindlichen	german adjective b1
Als sie in den Saal ___, wandten sich alle Köpfe um. (entered)	eintrat	german verb b1
Glücklicherweise ist kein Schaden ___. (occurred — past participle)	eingetreten	german verb b1
Es ist wichtig, dass man für seine Überzeugungen ___. (stands up for / advocates)	eintritt	german verb b1
Ein ___ Mann wurde in der Nähe des Tatorts gesehen. (suspicious)	verdächtiger	german adjective b1
Die Polizei beobachtete die ___ Person stundenlang. (suspicious)	verdächtige	german adjective b1
Sein Verhalten wirkte sehr ___. (suspicious)	verdächtig	german adjective b1
Vorsicht, der Boden ist nass — sie ___ hier leicht ___. (slips)	rutscht aus	german verb a2
Er ist auf dem Eis ___ und hat sich das Handgelenk verletzt. (slipped — past participle)	ausgerutscht	german verb a2
Du musst aufpassen, um auf dem nassen Boden nicht ___. (to slip)	auszurutschen	german verb a2
Der Zug ist ___ abgefahren — du hast ihn leider verpasst. (just now)	soeben	german adverb b1
Wir haben ___ erfahren, dass die Veranstaltung abgesagt wird. (just)	soeben	german adverb b1
Er hatte ___ das Haus verlassen, als es anfing zu regnen. (just)	soeben	german adverb b1
Es ist ein ___ Zustand, dass so viele Kinder in Armut leben. (sad / deplorable)	betrüblicher	german adjective b2
Die Nachrichten über den Unfall waren wirklich ___. (distressing / sad)	betrüblich	german adjective b2
Er erzählte ihr eine ___ Geschichte über seine Kindheit. (sad / distressing)	betrübliche	german adjective b2
Können wir das Treffen auf nächste Woche ___? (postpone)	verschieben	german verb b1
Die Konferenz wurde wegen schlechten Wetters ___. (postponed — past participle)	verschoben	german verb b1
Er ___ den Schreibtisch näher ans Fenster. (moves / shifts)	verschiebt	german verb b1
Es überrascht mich, wie viel Kraft er dafür ___. (expends)	aufwendet	german verb b1
Die Regierung hat Milliarden für das Projekt ___. (expended — past participle)	aufgewendet	german verb b1
Wir müssen mehr Zeit für die Vorbereitung ___. (expend)	aufwenden	german verb b1
___ hier ist sehr ruhig und grün. (the area / neighborhood)	Die Gegend	german noun a2
Ich kenne ___ gut — ich bin hier aufgewachsen. (the area)	die Gegend	german noun a2
Er wohnt in ___ außerhalb der Stadt. (a quiet area — dative)	einer ruhigen Gegend	german noun a2
Der Trainer ___ die verletzten Spieler und lässt sie nicht trainieren. (spares / goes easy on)	schont	german verb b1
Nach der Operation musst du dich noch einige Wochen ___. (take it easy / rest up)	schonen	german verb b1
Diese Technologie hat die natürlichen Ressourcen kaum ___. (spared / protected — past participle)	geschont	german verb b1
Im Nebel hatte das alte Schloss ein ___ Aussehen. (ghostly / eerie)	gespenstiges	german adjective b2
In der Nacht wirkte die verlassene Stadt ___ und still. (eerie / ghostly)	gespenstig	german adjective b2
Sie konnte wegen einer ___ Stille im Haus nicht schlafen. (eerie — dative)	gespenstigen	german adjective b2
___ um den See steht unter Naturschutz. (the area)	Das Gebiet	german noun a2
Die Forscher untersuchten ___ rund um den Vulkan genauer. (the area / region)	das Gebiet	german noun a2
Sie ist Expertin auf ___ der künstlichen Intelligenz. (the field)	dem Gebiet	german noun a2
Der Lärm von der Baustelle ist ein ___ Problem für die Anwohner. (annoying / bothersome)	lästiges	german adjective b1
Diese ständigen Unterbrechungen während der Arbeit sind wirklich ___. (annoying)	lästig	german adjective b1
Er fand die ___ Fliege im Zimmer einfach nicht. (annoying)	lästige	german adjective b1
Die Idee, ein Jahr im Ausland zu leben, ___ mich sehr. (appeals to / tempts)	reizt	german verb b1
Hör auf, den Hund zu ___ — er könnte beißen. (irritate / provoke)	reizen	german verb b1
Nach dem langen Meeting war sie sichtlich ___. (irritated / on edge — past participle)	gereizt	german verb b1
Das ist nur ein ___ Problem, keine ernste Sache. (temporary)	vorübergehendes	german adjective b1
Die Straße ist wegen Bauarbeiten ___ gesperrt. (temporarily)	vorübergehend	german adjective b1
Er hatte eine ___ Anstellung bei einer kleinen Firma. (temporary)	vorübergehende	german adjective b1
Sie ___ gedankenverloren aus dem Fenster. (stares)	starrt	german verb a2
Er ___ lange auf den Bildschirm, ohne etwas zu tippen. (stared)	starrte	german verb a2
Warum ___ du so auf dein Handy? (are you staring)	starrst	german verb a2
Er ___ sehr, einen guten Eindruck zu machen. (tries hard / makes an effort)	bemüht sich	german verb b1
Sie hat ___, eine Lösung für das Problem zu finden. (tried hard — past participle)	sich bemüht	german verb b1
Ich ___ täglich um bessere Deutschkenntnisse. (make an effort)	bemühe mich	german verb b1
___ auf die Kosten müssen wir noch verhandeln. (with regard to / regarding)	In Bezug	german phrase b1
Kannst du mir mehr ___ auf deine Pläne für nächstes Jahr erzählen? (regarding)	in Bezug	german phrase b1
Die Ergebnisse sind ___ auf die Qualität sehr positiv. (in terms of / with regard to)	in Bezug	german phrase b1
Ich bin ___, das Büro zu verlassen, als das Telefon klingelt. (about to)	im Begriff	german phrase b1
Er war ___, aufzugeben, als ihm eine neue Idee kam. (about to)	im Begriff	german phrase b1
Wir sind ___, einen wichtigen Vertrag zu unterzeichnen. (about to / in the process of)	im Begriff	german phrase b1
Er war überrascht, als er ___, dass sein Fahrrad gestohlen worden war. (noticed / found out)	feststellte	german verb b1
Die Wissenschaftler haben ___, dass der Klimawandel sich beschleunigt. (established / found)	festgestellt	german verb b1
Wir konnten keine Fehler in dem Bericht ___. (determine / find)	feststellen	german verb b1
Er ist ein ___ Student, der immer in der ersten Reihe sitzt. (eager / keen)	eifriger	german adjective b1
Die Lehrerin lobte die ___ Schülerin vor der ganzen Klasse. (diligent / eager)	eifrige	german adjective b1
Sie lernte ___ für die Prüfung und bestand sie mit Bravour. (eagerly)	eifrig	german adjective b1
___ nach Salzburg hat uns beiden sehr gefallen. (the detour / side trip)	Der Abstecher	german noun b1
Wir haben auf dem Weg nach München ___ nach Augsburg gemacht. (a detour / side trip)	einen Abstecher	german noun b1
Bei ___ in die Altstadt haben wir ein tolles Café entdeckt. (the side trip — dative)	dem Abstecher	german noun b1
Er freut sich darauf, seine neue Stelle nächsten Monat ___. (to start)	anzutreten	german verb b1
Sie hat gestern ihre Ausbildung als Köchin ___. (started — past participle)	angetreten	german verb b1
Ich weiß nicht, ob er nächste Woche beim Turnier ___. (will compete)	antritt	german verb b1
Er ___, morgen früh aufzustehen und joggen zu gehen. (decides)	beschließt	german verb b1
Die Regierung ___, die Steuern zu erhöhen. (decided)	beschloss	german verb b1
Wir haben ___, nächsten Sommer nach Japan zu reisen. (decided — past participle)	beschlossen	german verb b1
Ich brauche manchmal ___ im Alltag. (some variety)	eine Abwechslung	german noun b1
Dieser Job bietet kaum ___. (variety)	Abwechslung	german noun b1
Er freut sich auf ___ nach der langen Routine. (the change)	die Abwechslung	german noun b1Ich handle ___ den Regeln. (according to)	gemäß	german preposition b1
___ dem Vertrag muss die Arbeit bis Freitag fertig sein. (in accordance with)	Gemäß	german preposition b1
Er hat ___ seinen Wünschen gehandelt. (according to)	gemäß	german preposition b1Das Hotel war nicht perfekt, aber ___ hatte es einen Pool. (at least)	immerhin	german adverb b1
Er hat die Prüfung nicht bestanden, aber ___ hat er es versucht. (at least / after all)	immerhin	german adverb b1
___ hast du dich entschuldigt — das war das Mindeste. (at least / after all)	Immerhin	german adverb b1
Trotz ___ Umstände gab sie nicht auf. (adverse — genitive plural)	widriger	german adjective b2
Das Schiff kämpfte gegen die ___ Winde. (adverse / unfavorable)	widrigen	german adjective b2
Die Bedingungen auf dem Berg waren äußerst ___. (adverse / hostile)	widrig	german adjective b2
___ hat ihn sehr entmutigt, aber er machte weiter. (the failure)	Der Misserfolg	german noun b1
Sie hat ___ schnell hinter sich gelassen und neue Pläne gemacht. (the failure)	den Misserfolg	german noun b1
Aus ___ kann man viel lernen. (a failure — dative)	einem Misserfolg	german noun b1
Das ist ein ___ Fehler, den man nicht hätte machen sollen. (regrettable)	bedauerlicher	german adjective b1
Es war ein ___ Missverständnis zwischen uns. (unfortunate)	bedauerliches	german adjective b1
Die ___ Nachricht hat uns alle betroffen gemacht. (regrettable)	bedauerliche	german adjective b1Das war ein ___ Abend mit Freunden. (pleasant)	angenehmer	german adjective a2
Ich erinnere mich an die ___ Atmosphäre in dem Café. (pleasant)	angenehme	german adjective a2
Sie arbeitete in einem ___ Büro mit viel Licht. (pleasant)	angenehmen	german adjective a2
Das ist ___ möglich. (certainly/absolutely)	durchaus	german adverb b1
Ich bin ___ deiner Meinung. (entirely/quite)	durchaus	german adverb b1
„Willst du noch ein Stück Kuchen?" – „Ja, ___!" (by all means/absolutely)	durchaus	german adverb b1Nach einem langen Arbeitstag ___ ich mir ein Stück Kuchen. (treat myself to)	gönne	german verb b1
Ich ___ ihr den Erfolg von Herzen — sie hat hart dafür gearbeitet. (am happy for / don't begrudge)	gönne	german verb b1
Wir haben uns im Urlaub ein schönes Restaurant ___. (treated ourselves to — past participle)	gegönnt	german verb b1
