Der Vermieter ___ eine Kaution von drei Monatsmieten. (to charge/require)	verlangt	german verb b1
Was ___ du eigentlich von mir? (to expect/want)	verlangst	german verb b1
Der Arzt hat einen Bluttest ___. (demanded — past participle)	verlangt	german verb b1
Die ___ an diesen Job sind sehr hoch. (requirements)	Anforderungen	german noun b1
Sie erfüllt ___ perfekt. (the requirement)	die Anforderung	german noun b1
Das Produkt entspricht nicht unseren ___. (requirements — dative plural)	Anforderungen	german noun b1
___, dass er spät kam, störte alle. (the circumstance / the fact)	Der Umstand	german noun b1
Sie berücksichtigte ___ nicht, dass es schon dunkel war. (the circumstance)	den Umstand	german noun b1
Ich habe es unter schwierigen ___ geschafft. (circumstances)	Umständen	german noun b1
___ auf dem Campingplatz war überraschend lecker. (the food)	Die Verpflegung	german noun b1
Er hat ___ für die gesamte Gruppe organisiert. (the catering)	die Verpflegung	german noun b1
Bist du mit ___ im Hotel zufrieden? (the food)	der Verpflegung	german noun b1
Ich ___ deinen Vorschlag bei meiner Entscheidung. (take into account)	berücksichtige	german verb b1
___ du auch die Kosten, bevor du kaufst? (do you consider)	Berücksichtigst	german verb b1
Die Firma hat unsere Anforderungen nicht ___. (taken into account — past participle)	berücksichtigt	german verb b1
Wir brauchen eine ___ Lösung für dieses Problem. (quick)	schleunige	german adjective b2
Er verlangte einen ___ Rückzug der Truppen. (swift)	schleunigen	german adjective b2
Bitte kehre ___ zurück — wir warten auf dich. (quickly)	schleunig	german adjective b2
___ an Nudeln reicht noch für zwei Wochen. (the supply)	Der Vorrat	german noun a2
Ich muss ___ auffüllen, bevor der Winter kommt. (the stock)	den Vorrat	german noun a2
Die ___ im Keller reichen nicht mehr für den ganzen Winter. (the supplies)	Vorräte	german noun a2
___ dieser Frau hat mich wirklich beeindruckt. (the kindness)	Die Liebenswürdigkeit	german noun b2
Ich bewundere ___ meiner Kollegin sehr. (the kindness)	die Liebenswürdigkeit	german noun b2
Er hat uns mit großer ___ empfangen. (kindness)	Liebenswürdigkeit	german noun b2
Der Techniker ___ das Gerät mit einem neuen Chip. (equips / provides)	versieht	german verb b1
Das Dokument ist mit einer Unterschrift ___. (provided — past participle)	versehen	german verb b1
Er hat die Nachricht aus ___ an alle gesendet. (by mistake)	Versehen	german verb b1
